club_name,club_tm_id,league,season,market_value_m,club_url
Real Sociedad,681,La Liga,2022-2023,441.7,https://www.transfermarkt.fr/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2022
Real Valladolid,366,La Liga,2022-2023,90.75,https://www.transfermarkt.fr/real-valladolid/startseite/verein/366/saison_id/2022
Séville FC,368,La Liga,2022-2023,232.58,https://www.transfermarkt.fr/fc-sevilla/startseite/verein/368/saison_id/2022
UD Almería,3302,La Liga,2022-2023,114.2,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2022
Villarreal CF,1050,La Liga,2022-2023,363.5,https://www.transfermarkt.fr/fc-villarreal/startseite/verein/1050/saison_id/2022
Athletic Bilbao,621,La Liga,2023-2024,295.65,https://www.transfermarkt.fr/athletic-bilbao/startseite/verein/621/saison_id/2023
Atlético de Madrid,13,La Liga,2023-2024,458.45,https://www.transfermarkt.fr/atletico-madrid/startseite/verein/13/saison_id/2023
CA Osasuna,331,La Liga,2023-2024,105.35,https://www.transfermarkt.fr/ca-osasuna/startseite/verein/331/saison_id/2023
Celta Vigo,940,La Liga,2023-2024,149.3,https://www.transfermarkt.fr/celta-vigo/startseite/verein/940/saison_id/2023
Cádiz CF,2687,La Liga,2023-2024,60.7,https://www.transfermarkt.fr/fc-cadiz/startseite/verein/2687/saison_id/2023
Deportivo Alavés,1108,La Liga,2023-2024,123.7,https://www.transfermarkt.fr/deportivo-alaves/startseite/verein/1108/saison_id/2023
FC Barcelone,131,La Liga,2023-2024,916.2,https://www.transfermarkt.fr/fc-barcelona/startseite/verein/131/saison_id/2023
FC Getafe,3709,La Liga,2023-2024,133.0,https://www.transfermarkt.fr/fc-getafe/startseite/verein/3709/saison_id/2023
FC Granada,16795,La Liga,2023-2024,141.1,https://www.transfermarkt.fr/fc-granada/startseite/verein/16795/saison_id/2023
FC Valencia,1049,La Liga,2023-2024,244.73,https://www.transfermarkt.fr/fc-valencia/startseite/verein/1049/saison_id/2023
Girona FC,12321,La Liga,2023-2024,297.9,https://www.transfermarkt.fr/fc-girona/startseite/verein/12321/saison_id/2023
RCD Mallorca,237,La Liga,2023-2024,87.7,https://www.transfermarkt.fr/rcd-mallorca/startseite/verein/237/saison_id/2023
Rayo Vallecano,367,La Liga,2023-2024,63.95,https://www.transfermarkt.fr/rayo-vallecano/startseite/verein/367/saison_id/2023
Real Betis Balompié,150,La Liga,2023-2024,224.88,https://www.transfermarkt.fr/real-betis-sevilla/startseite/verein/150/saison_id/2023
Real Madrid,418,La Liga,2023-2024,1140.0,https://www.transfermarkt.fr/real-madrid/startseite/verein/418/saison_id/2023
Real Sociedad,681,La Liga,2023-2024,498.5,https://www.transfermarkt.fr/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2023
Séville FC,368,La Liga,2023-2024,228.75,https://www.transfermarkt.fr/fc-sevilla/startseite/verein/368/saison_id/2023
UD Almería,3302,La Liga,2023-2024,99.4,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2023
UD Las Palmas,472,La Liga,2023-2024,112.4,https://www.transfermarkt.fr/ud-las-palmas/startseite/verein/472/saison_id/2023
Villarreal CF,1050,La Liga,2023-2024,252.5,https://www.transfermarkt.fr/fc-villarreal/startseite/verein/1050/saison_id/2023
Athletic Bilbao,621,La Liga,2024-2025,375.35,https://www.transfermarkt.fr/athletic-bilbao/startseite/verein/621/saison_id/2024
Atlético de Madrid,13,La Liga,2024-2025,542.5,https://www.transfermarkt.fr/atletico-madrid/startseite/verein/13/saison_id/2024
CA Osasuna,331,La Liga,2024-2025,113.28,https://www.transfermarkt.fr/ca-osasuna/startseite/verein/331/saison_id/2024
CD Leganés,1244,La Liga,2024-2025,47.98,https://www.transfermarkt.fr/cd-leganes/startseite/verein/1244/saison_id/2024
Celta Vigo,940,La Liga,2024-2025,130.9,https://www.transfermarkt.fr/celta-vigo/startseite/verein/940/saison_id/2024
Deportivo Alavés,1108,La Liga,2024-2025,92.35,https://www.transfermarkt.fr/deportivo-alaves/startseite/verein/1108/saison_id/2024
Espanyol Barcelona,714,La Liga,2024-2025,116.98,https://www.transfermarkt.fr/espanyol-barcelona/startseite/verein/714/saison_id/2024
FC Barcelone,131,La Liga,2024-2025,1080.0,https://www.transfermarkt.fr/fc-barcelona/startseite/verein/131/saison_id/2024
FC Getafe,3709,La Liga,2024-2025,87.7,https://www.transfermarkt.fr/fc-getafe/startseite/verein/3709/saison_id/2024
FC Valencia,1049,La Liga,2024-2025,215.55,https://www.transfermarkt.fr/fc-valencia/startseite/verein/1049/saison_id/2024
Girona FC,12321,La Liga,2024-2025,153.1,https://www.transfermarkt.fr/fc-girona/startseite/verein/12321/saison_id/2024
RCD Mallorca,237,La Liga,2024-2025,84.88,https://www.transfermarkt.fr/rcd-mallorca/startseite/verein/237/saison_id/2024
Rayo Vallecano,367,La Liga,2024-2025,68.0,https://www.transfermarkt.fr/rayo-vallecano/startseite/verein/367/saison_id/2024
Real Betis Balompié,150,La Liga,2024-2025,291.7,https://www.transfermarkt.fr/real-betis-sevilla/startseite/verein/150/saison_id/2024
Real Madrid,418,La Liga,2024-2025,1350.0,https://www.transfermarkt.fr/real-madrid/startseite/verein/418/saison_id/2024
Real Sociedad,681,La Liga,2024-2025,345.05,https://www.transfermarkt.fr/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2024
Real Valladolid,366,La Liga,2024-2025,81.45,https://www.transfermarkt.fr/real-valladolid/startseite/verein/366/saison_id/2024
Séville FC,368,La Liga,2024-2025,183.9,https://www.transfermarkt.fr/fc-sevilla/startseite/verein/368/saison_id/2024
UD Las Palmas,472,La Liga,2024-2025,117.3,https://www.transfermarkt.fr/ud-las-palmas/startseite/verein/472/saison_id/2024
Villarreal CF,1050,La Liga,2024-2025,264.25,https://www.transfermarkt.fr/fc-villarreal/startseite/verein/1050/saison_id/2024
AD Alcorcón,11596,La Liga 2,2017-2018,11.23,https://www.transfermarkt.fr/ad-alcorcon/startseite/verein/11596/saison_id/2017
Albacete Balompié,1532,La Liga 2,2017-2018,13.05,https://www.transfermarkt.fr/albacete-balompie/startseite/verein/1532/saison_id/2017
CA Osasuna,331,La Liga 2,2017-2018,21.75,https://www.transfermarkt.fr/ca-osasuna/startseite/verein/331/saison_id/2017
CD Lugo,11000,La Liga 2,2017-2018,14.8,https://www.transfermarkt.fr/cd-lugo/startseite/verein/11000/saison_id/2017
CD Numancia,2296,La Liga 2,2017-2018,12.9,https://www.transfermarkt.fr/cd-numancia/startseite/verein/2296/saison_id/2017
CD Tenerife,648,La Liga 2,2017-2018,11.35,https://www.transfermarkt.fr/cd-teneriffa/startseite/verein/648/saison_id/2017
CF Reus Deportiu,13225,La Liga 2,2017-2018,10.1,https://www.transfermarkt.fr/fc-reus-deportiu-aufgel-/startseite/verein/13225/saison_id/2017
Cultural Leonesa,4542,La Liga 2,2017-2018,14.95,https://www.transfermarkt.fr/cultural-leonesa/startseite/verein/4542/saison_id/2017
Cádiz CF,2687,La Liga 2,2017-2018,17.9,https://www.transfermarkt.fr/fc-cadiz/startseite/verein/2687/saison_id/2017
FC Barcelona B,2464,La Liga 2,2017-2018,50.7,https://www.transfermarkt.fr/fc-barcelona-b/startseite/verein/2464/saison_id/2017
FC Córdoba,993,La Liga 2,2017-2018,16.15,https://www.transfermarkt.fr/fc-cordoba/startseite/verein/993/saison_id/2017
FC Granada,16795,La Liga 2,2017-2018,22.2,https://www.transfermarkt.fr/fc-granada/startseite/verein/16795/saison_id/2017
Gimnàstic de Tarragona,5648,La Liga 2,2017-2018,14.83,https://www.transfermarkt.fr/gimnastic-de-tarragona/startseite/verein/5648/saison_id/2017
Lorca FC,34559,La Liga 2,2017-2018,11.45,https://www.transfermarkt.fr/lorca-fc/startseite/verein/34559/saison_id/2017
Rayo Vallecano,367,La Liga 2,2017-2018,25.75,https://www.transfermarkt.fr/rayo-vallecano/startseite/verein/367/saison_id/2017
Real Oviedo,2497,La Liga 2,2017-2018,14.15,https://www.transfermarkt.fr/real-oviedo/startseite/verein/2497/saison_id/2017
Real Valladolid,366,La Liga 2,2017-2018,27.2,https://www.transfermarkt.fr/real-valladolid/startseite/verein/366/saison_id/2017
Real Zaragoza,142,La Liga 2,2017-2018,14.05,https://www.transfermarkt.fr/real-saragossa/startseite/verein/142/saison_id/2017
SD Huesca,5358,La Liga 2,2017-2018,21.65,https://www.transfermarkt.fr/sd-huesca/startseite/verein/5358/saison_id/2017
Sevilla Atlético,8519,La Liga 2,2017-2018,18.6,https://www.transfermarkt.fr/fc-sevilla-b-atletico-/startseite/verein/8519/saison_id/2017
Sporting Gijón,2448,La Liga 2,2017-2018,30.0,https://www.transfermarkt.fr/sporting-gijon/startseite/verein/2448/saison_id/2017
UD Almería,3302,La Liga 2,2017-2018,16.0,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2017
AD Alcorcón,11596,La Liga 2,2018-2019,13.15,https://www.transfermarkt.fr/ad-alcorcon/startseite/verein/11596/saison_id/2018
Albacete Balompié,1532,La Liga 2,2018-2019,24.9,https://www.transfermarkt.fr/albacete-balompie/startseite/verein/1532/saison_id/2018
CA Osasuna,331,La Liga 2,2018-2019,28.25,https://www.transfermarkt.fr/ca-osasuna/startseite/verein/331/saison_id/2018
CD Lugo,11000,La Liga 2,2018-2019,18.8,https://www.transfermarkt.fr/cd-lugo/startseite/verein/11000/saison_id/2018
CD Numancia,2296,La Liga 2,2018-2019,16.05,https://www.transfermarkt.fr/cd-numancia/startseite/verein/2296/saison_id/2018
CD Tenerife,648,La Liga 2,2018-2019,25.85,https://www.transfermarkt.fr/cd-teneriffa/startseite/verein/648/saison_id/2018
CF Rayo Majadahonda,13702,La Liga 2,2018-2019,16.7,https://www.transfermarkt.fr/cf-rayo-majadahonda/startseite/verein/13702/saison_id/2018
CF Reus Deportiu,13225,La Liga 2,2018-2019,9.0,https://www.transfermarkt.fr/fc-reus-deportiu-aufgel-/startseite/verein/13225/saison_id/2018
Cádiz CF,2687,La Liga 2,2018-2019,27.75,https://www.transfermarkt.fr/fc-cadiz/startseite/verein/2687/saison_id/2018
Deportivo de La Coruña,897,La Liga 2,2018-2019,36.85,https://www.transfermarkt.fr/deportivo-la-coruna/startseite/verein/897/saison_id/2018
Elche CF,1531,La Liga 2,2018-2019,15.2,https://www.transfermarkt.fr/fc-elche/startseite/verein/1531/saison_id/2018
Extremadura UD,29095,La Liga 2,2018-2019,19.15,https://www.transfermarkt.fr/extremadura-ud/startseite/verein/29095/saison_id/2018
FC Córdoba,993,La Liga 2,2018-2019,16.2,https://www.transfermarkt.fr/fc-cordoba/startseite/verein/993/saison_id/2018
FC Granada,16795,La Liga 2,2018-2019,30.4,https://www.transfermarkt.fr/fc-granada/startseite/verein/16795/saison_id/2018
Gimnàstic de Tarragona,5648,La Liga 2,2018-2019,16.6,https://www.transfermarkt.fr/gimnastic-de-tarragona/startseite/verein/5648/saison_id/2018
Málaga CF,1084,La Liga 2,2018-2019,47.4,https://www.transfermarkt.fr/fc-malaga/startseite/verein/1084/saison_id/2018
RCD Mallorca,237,La Liga 2,2018-2019,20.75,https://www.transfermarkt.fr/rcd-mallorca/startseite/verein/237/saison_id/2018
Real Oviedo,2497,La Liga 2,2018-2019,16.35,https://www.transfermarkt.fr/real-oviedo/startseite/verein/2497/saison_id/2018
Real Zaragoza,142,La Liga 2,2018-2019,21.45,https://www.transfermarkt.fr/real-saragossa/startseite/verein/142/saison_id/2018
Sporting Gijón,2448,La Liga 2,2018-2019,24.5,https://www.transfermarkt.fr/sporting-gijon/startseite/verein/2448/saison_id/2018
UD Almería,3302,La Liga 2,2018-2019,22.35,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2018
UD Las Palmas,472,La Liga 2,2018-2019,37.15,https://www.transfermarkt.fr/ud-las-palmas/startseite/verein/472/saison_id/2018
AD Alcorcón,11596,La Liga 2,2019-2020,10.63,https://www.transfermarkt.fr/ad-alcorcon/startseite/verein/11596/saison_id/2019
Albacete Balompié,1532,La Liga 2,2019-2020,15.1,https://www.transfermarkt.fr/albacete-balompie/startseite/verein/1532/saison_id/2019
CD Lugo,11000,La Liga 2,2019-2020,12.4,https://www.transfermarkt.fr/cd-lugo/startseite/verein/11000/saison_id/2019
CD Mirandés,13222,La Liga 2,2019-2020,13.53,https://www.transfermarkt.fr/cd-mirandes/startseite/verein/13222/saison_id/2019
CD Numancia,2296,La Liga 2,2019-2020,11.08,https://www.transfermarkt.fr/cd-numancia/startseite/verein/2296/saison_id/2019
CD Tenerife,648,La Liga 2,2019-2020,14.68,https://www.transfermarkt.fr/cd-teneriffa/startseite/verein/648/saison_id/2019
CF Fuenlabrada,16486,La Liga 2,2019-2020,10.35,https://www.transfermarkt.fr/fc-fuenlabrada/startseite/verein/16486/saison_id/2019
Cádiz CF,2687,La Liga 2,2019-2020,21.45,https://www.transfermarkt.fr/fc-cadiz/startseite/verein/2687/saison_id/2019
Deportivo de La Coruña,897,La Liga 2,2019-2020,35.0,https://www.transfermarkt.fr/deportivo-la-coruna/startseite/verein/897/saison_id/2019
Elche CF,1531,La Liga 2,2019-2020,15.65,https://www.transfermarkt.fr/fc-elche/startseite/verein/1531/saison_id/2019
Extremadura UD,29095,La Liga 2,2019-2020,10.5,https://www.transfermarkt.fr/extremadura-ud/startseite/verein/29095/saison_id/2019
Girona FC,12321,La Liga 2,2019-2020,41.38,https://www.transfermarkt.fr/fc-girona/startseite/verein/12321/saison_id/2019
Málaga CF,1084,La Liga 2,2019-2020,20.05,https://www.transfermarkt.fr/fc-malaga/startseite/verein/1084/saison_id/2019
Racing Santander,630,La Liga 2,2019-2020,11.63,https://www.transfermarkt.fr/racing-santander/startseite/verein/630/saison_id/2019
Rayo Vallecano,367,La Liga 2,2019-2020,37.98,https://www.transfermarkt.fr/rayo-vallecano/startseite/verein/367/saison_id/2019
Real Oviedo,2497,La Liga 2,2019-2020,16.25,https://www.transfermarkt.fr/real-oviedo/startseite/verein/2497/saison_id/2019
Real Zaragoza,142,La Liga 2,2019-2020,25.38,https://www.transfermarkt.fr/real-saragossa/startseite/verein/142/saison_id/2019
SD Huesca,5358,La Liga 2,2019-2020,30.68,https://www.transfermarkt.fr/sd-huesca/startseite/verein/5358/saison_id/2019
SD Ponferradina,4032,La Liga 2,2019-2020,10.6,https://www.transfermarkt.fr/sd-ponferradina/startseite/verein/4032/saison_id/2019
Sporting Gijón,2448,La Liga 2,2019-2020,19.43,https://www.transfermarkt.fr/sporting-gijon/startseite/verein/2448/saison_id/2019
UD Almería,3302,La Liga 2,2019-2020,33.55,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2019
UD Las Palmas,472,La Liga 2,2019-2020,33.8,https://www.transfermarkt.fr/ud-las-palmas/startseite/verein/472/saison_id/2019
AD Alcorcón,11596,La Liga 2,2020-2021,8.4,https://www.transfermarkt.fr/ad-alcorcon/startseite/verein/11596/saison_id/2020
Albacete Balompié,1532,La Liga 2,2020-2021,10.15,https://www.transfermarkt.fr/albacete-balompie/startseite/verein/1532/saison_id/2020
CD Castellón,2502,La Liga 2,2020-2021,10.0,https://www.transfermarkt.fr/cd-castellon/startseite/verein/2502/saison_id/2020
CD Leganés,1244,La Liga 2,2020-2021,34.48,https://www.transfermarkt.fr/cd-leganes/startseite/verein/1244/saison_id/2020
CD Lugo,11000,La Liga 2,2020-2021,8.83,https://www.transfermarkt.fr/cd-lugo/startseite/verein/11000/saison_id/2020
CD Mirandés,13222,La Liga 2,2020-2021,16.6,https://www.transfermarkt.fr/cd-mirandes/startseite/verein/13222/saison_id/2020
CD Tenerife,648,La Liga 2,2020-2021,13.7,https://www.transfermarkt.fr/cd-teneriffa/startseite/verein/648/saison_id/2020
CE Sabadell FC,11422,La Liga 2,2020-2021,7.15,https://www.transfermarkt.fr/ce-sabadell/startseite/verein/11422/saison_id/2020
CF Fuenlabrada,16486,La Liga 2,2020-2021,14.8,https://www.transfermarkt.fr/fc-fuenlabrada/startseite/verein/16486/saison_id/2020
Espanyol Barcelona,714,La Liga 2,2020-2021,80.0,https://www.transfermarkt.fr/espanyol-barcelona/startseite/verein/714/saison_id/2020
FC Cartagena,7077,La Liga 2,2020-2021,13.1,https://www.transfermarkt.fr/fc-cartagena/startseite/verein/7077/saison_id/2020
Girona FC,12321,La Liga 2,2020-2021,36.33,https://www.transfermarkt.fr/fc-girona/startseite/verein/12321/saison_id/2020
Málaga CF,1084,La Liga 2,2020-2021,20.28,https://www.transfermarkt.fr/fc-malaga/startseite/verein/1084/saison_id/2020
RCD Mallorca,237,La Liga 2,2020-2021,50.95,https://www.transfermarkt.fr/rcd-mallorca/startseite/verein/237/saison_id/2020
Rayo Vallecano,367,La Liga 2,2020-2021,29.85,https://www.transfermarkt.fr/rayo-vallecano/startseite/verein/367/saison_id/2020
Real Oviedo,2497,La Liga 2,2020-2021,13.55,https://www.transfermarkt.fr/real-oviedo/startseite/verein/2497/saison_id/2020
Real Zaragoza,142,La Liga 2,2020-2021,23.15,https://www.transfermarkt.fr/real-saragossa/startseite/verein/142/saison_id/2020
SD Ponferradina,4032,La Liga 2,2020-2021,11.5,https://www.transfermarkt.fr/sd-ponferradina/startseite/verein/4032/saison_id/2020
Sporting Gijón,2448,La Liga 2,2020-2021,23.9,https://www.transfermarkt.fr/sporting-gijon/startseite/verein/2448/saison_id/2020
UD Almería,3302,La Liga 2,2020-2021,70.6,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2020
UD Las Palmas,472,La Liga 2,2020-2021,20.35,https://www.transfermarkt.fr/ud-las-palmas/startseite/verein/472/saison_id/2020
UD Logroñés,24420,La Liga 2,2020-2021,9.5,https://www.transfermarkt.fr/ud-logrones/startseite/verein/24420/saison_id/2020
AD Alcorcón,11596,La Liga 2,2021-2022,9.38,https://www.transfermarkt.fr/ad-alcorcon/startseite/verein/11596/saison_id/2021
Burgos CF,1536,La Liga 2,2021-2022,9.25,https://www.transfermarkt.fr/burgos-cf/startseite/verein/1536/saison_id/2021
CD Leganés,1244,La Liga 2,2021-2022,42.55,https://www.transfermarkt.fr/cd-leganes/startseite/verein/1244/saison_id/2021
CD Lugo,11000,La Liga 2,2021-2022,8.98,https://www.transfermarkt.fr/cd-lugo/startseite/verein/11000/saison_id/2021
CD Mirandés,13222,La Liga 2,2021-2022,22.05,https://www.transfermarkt.fr/cd-mirandes/startseite/verein/13222/saison_id/2021
CD Tenerife,648,La Liga 2,2021-2022,20.9,https://www.transfermarkt.fr/cd-teneriffa/startseite/verein/648/saison_id/2021
CF Fuenlabrada,16486,La Liga 2,2021-2022,14.98,https://www.transfermarkt.fr/fc-fuenlabrada/startseite/verein/16486/saison_id/2021
FC Cartagena,7077,La Liga 2,2021-2022,14.1,https://www.transfermarkt.fr/fc-cartagena/startseite/verein/7077/saison_id/2021
Girona FC,12321,La Liga 2,2021-2022,38.05,https://www.transfermarkt.fr/fc-girona/startseite/verein/12321/saison_id/2021
